,Make,Model,Variant,Ex_Showroom_Price,Launch_year,Purchased_Month,Distribution_chanel,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Sales_per_year_in_lakhs,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Ker_Weight,Gears,Ground_Clearance,Front_rakes,Rear_rakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,horsepower,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelase,Wheels_Size,Start_/_Stop_utton,12v_Power_Outlet,Audiosystem,Aux-in_Compatiility,Average_Fuel_Consumption,asic_Warranty,luetooth,oot-lid_Opener,oot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-elt_in_Middle_Rear_Seat,Amient_Lightning,Cargo/oot_Lights,Drive_Modes,Engine_Ioilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-elt_Reminder,Seat_ack_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,AS_(Anti-lock_raking_System),Headlight_Reminder,Adjustale_Headrests,Gross_Vehicle_Weight,Airags,Door_Ajar_Warning,ED_(Electronic_rake-force_Distriution),Fasten_Seat_elt_Warning,Gear_Shift_Reminder,Numer_of_Airags,Compression_Ratio,Adjustale_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,US_Compatiility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EA_(Electronic_rake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatiility,ESP_(Electronic_Staility_Program),Cooled_Glove_ox,Recoended_Tyre_Pressure,Heated_Seats,Turocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlam,Engine_Type,ASR_/_Traction_Control,Cruise_Control,US_Ports,Heads-Up_Display,Welcome_Lights,attery,Electric_Range
557,Ford,Ecosport,1.5L Tdci Titanium,"Rs. 9,99,900",2018,Octoer,Franchise,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S 6,"Front, Transverse",Injection,7.4,52 litres,Diesel,1647,3998,1765,SUV,5,16 km/litre,,23 km/litre,,1300 kg,5,200,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,100,205Nm1750-3250rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2579,205/60R16,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1690 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,16.01,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,
558,Ford,Ecosport,1.5L Tdci Titanium Plus,"Rs. 10,90,000",2018,Decemer,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S 6,"Front, Transverse",Injection,4.5,52 litres,Diesel,1647,3998,1765,SUV,5,17 km/litre,,23 km/litre,,1304 kg,5,200,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100,205Nm1750-3250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,205/50R17,Yes,2,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
559,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,"Rs. 9,99,900",2019,Feruary,Showroom,1497 cc,4,4,FWD (Front Wheel Drive),In-line,S 6,"Front, Transverse",Injection,5.7,52 litres,Petrol,1647,3998,1765,SUV,5,17 km/litre,,23 km/litre,,1304 kg,5,200,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123,150Nm4500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,205/50R17,Yes,2,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
560,Ford,Ecosport,1.5L Tdci Titanium S,"Rs. 11,45,000",2019,Novemer,Showroom,1498 cc,3,4,FWD (Front Wheel Drive),In-line,S 6,"Front, Transverse",Injection,4.55,52 litres,Diesel,1647,3998,1765,SUV,5,16 km/litre,,23 km/litre,,1242 kg,5,200,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,100,205Nm1750-3250rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2519,205/60R16,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1660 kg,"Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag, Curtain airags",Yes,Yes,Yes,Yes,6,11.01,"Reach, Rake",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,Yes,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,
561,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,"Rs. 9,99,900",2019,August,Resale,1497 cc,4,4,FWD (Front Wheel Drive),In-line,S 6,"Front, Transverse",Injection,8,52 litres,Petrol,1647,3998,1765,SUV,5,17 km/litre,,23 km/litre,,1304 kg,5,200,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123,150Nm4500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,205/50R17,Yes,2,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
562,Ford,Ecosport,1.5L Tdci Thunder Edition,"Rs. 10,90,000",2019,Octoer,Resale,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S 6,"Front, Transverse",Injection,7.9,52 litres,Diesel,1647,3998,1765,SUV,5,17 km/litre,,23 km/litre,,1304 kg,5,200,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100,205Nm1750-3250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,205/50R17,Yes,2,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,"Rs. 34,70,000",2011,Octoer,Showroom,3198 cc,5,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,4,80 litres,Diesel,1837,4903,1869,SUV,5,7.7 km/litre,10.91 km/litre,10.91 km/litre,,2394 kg,6,225,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll ar,"Coil Spring, Watt Linkage Type with Anti-roll ar",1560,1564,265 / 60 R18,265 / 60 R18,Hydraulic Power,All Windows,Yes,Smart Key,200,470Nm1750-2500rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2850,265 / 60 R18,Yes,3,CD Player with US & Aux-in,Yes,Yes,,Yes,Internal,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 2 Zone Climate Control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airag, Driver frontal airag, Curtain airags, Front passenger frontal airag, Front passenger side airag, Driver knee airag",Yes,Yes,Yes,Yes,7,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,"Rs. 32,33,000",2011,Septemer,Showroom,2198 cc,4,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Transverse",Injection,4.5,80 litres,Diesel,1837,4903,1869,SUV,5,9.3 km/litre,12.62 km/litre,12.62 km/litre,,2238 kg,6,225,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll ar,"Coil Spring, Watt Linkage Type with Anti-roll ar",1560,1564,265/60R18,265/60R18,Hydraulic Power,All Windows,,Smart Key,160,385Nm1600-2500rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2850,265/60R18,Yes,3,CD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years /100000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 2 Zone Climate Control",,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airag, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Curtain airags",Yes,Yes,Yes,Yes,7,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
770,Ford,Endeavour,2.2L 4X2 Mt Titanium,"Rs. 29,20,000",2011,Novemer,Showroom,2198 cc,4,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Transverse",Injection,4,80 litres,Diesel,1837,4903,1869,SUV,5,9.3 km/litre,12.62 km/litre,12.62 km/litre,,2238 kg,6,225,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll ar,"Coil Spring, Watt Linkage Type with Anti-roll ar",1560,1564,265/60R18,265/60R18,Hydraulic Power,All Windows,,Smart Key,160,385Nm1600-2500rpm,Digital,Analog,Analog,2,7,Leather,Manual,2850,265/60R18,Yes,3,CD Player with US & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years /100000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Fully automatic climate control, 2 Zone Climate Control",,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airag, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Curtain airags",Yes,Yes,Yes,Yes,6,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
894,Ford,Figo,Amiente 1.2 Ti-Vct,"Rs. 5,23,000",2007,Novemer,Showroom,1194 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7,42 litres,Petrol,1525,3941,1704,Hatchack,5,14 km/litre,,20.4 km/litre,,1026 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,175/65R14,175/65R14,Electric Power,Only Front Windows,,,96,120Nm4250rpm,Digital,Analog,Not on offer,Yes,5,Faric,Manual,2490,175/65R14,,Yes,,,,"2 Years / 100,000 Kms (whichever comes first)",,Internal,,,,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,,,2,,Rake,,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Ford,Figo,Amiente 1.5 Tdci,"Rs. 6,23,000",2007,March,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,6.5,40 litres,Diesel,1525,3941,1704,Hatchack,5,17 km/litre,,25.5 km/litre,,1057 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,175/65R14,175/65R14,Electric Power,Only Front Windows,,,100,215Nm1750-3000RPM,Digital,Analog,Not on offer,Yes,5,Faric,Manual,2490,175/65R14,,Yes,,,,"2 Years / 100,000 Kms (whichever comes first)",,Internal,,,,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,,,2,16.01,Rake,,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Ford,Figo,Titanium 1.2 Ti-Vct,"Rs. 5,99,900",2007,June,Resale,1196 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7,42 litres,Petrol,1525,3941,1704,Hatchack,5,14 km/litre,,20.4 km/litre,,1026 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,96,120Nm4250rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2490,175/65R14,,Yes,CD Player with US & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,16.01,Rake,,,Rear sensors with camera,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
897,Ford,Figo,Titanium1.5 Tdci,"Rs. 6,99,900",2008,March,Resale,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7.7,40 litres,Diesel,1525,3941,1704,Hatchack,5,14 km/litre,,25.5 km/litre,,1057 kg,5,,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll ar,Semi-independent twist eam with twin gas and oil filled shock asorers,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,100,215Nm1750-3000RPM,Digital,Analog,Analog,Yes,5,Faric,Manual,2490,175/65R14,,Yes,US & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Front passenger frontal airag, Driver frontal airag",Yes,Yes,Yes,,2,16.1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
898,Ford,Figo,Titanium lu 1.2 Ti-Vct,"Rs. 6,64,900",2008,January,Resale,1194 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,5.6,42 litres,Petrol,1525,3941,1704,Hatchack,5,15 km/litre,,20.4 km/litre,,1026 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist eam with twin gas and oil filled shock asorers,,,195/55 R15,195/55 R15,Electric Power,All Windows,,Remote,96,120Nm4250rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2490,195/55 R15,,Yes,CD Player with US & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Curtain airags, Driver frontal airag, Drive side airag, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,,6,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
899,Ford,Figo,Titanium lu 1.5 Tdci,"Rs. 7,64,900",2008,April,Franchise,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,5,40 litres,Diesel,1525,3941,1704,Hatchack,5,15 km/litre,,25.5 km/litre,,1057 kg,5,,Ventilated Disc,Drum,Independent MCPherson Strut with coil springs & anti-roll ar,"Semi Independent, Twist eam with coil Spring and Shock Asorer",,,195/55 R15,195/55 R15,Electric Power,All Windows,,Remote,100,215Nm1750-3000RPM,Digital,Analog,Analog,Yes,5,Faric,Manual,2490,195/55 R15,,Yes,CD Player with US & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Curtain airags, Drive side airag",Yes,Yes,Yes,,6,16.01,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
227,Honda,Jazz,V Petrol,"Rs. 7,45,000",2013,March,Resale,1199 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,5.4,40 litres,Petrol,1544,3955,1694,Hatchack,5,11.3 km/litre,,18.2 km/litre,,1042 kg,5,165,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion eam Axle, Coil Spring",1490,1475,175/65R15,175/65R15,Electric Power,All Windows,,Yes,90,110Nm4800rpm,Digital,Analog,Analog,2,5,Faric,Manual,2530,175/65R15,,Yes,CD Player with US & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Yes,Yes,Yes,,Manual Adjustment,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
228,Honda,Jazz,Vx Cvt,"Rs. 9,09,000",2013,Novemer,Franchise,1199 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,3,40 litres,Petrol,1544,3955,1694,Hatchack,5,11.3 km/litre,,19 km/litre,,1066 kg,5,165,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion eam Axle, Coil Spring",1490,1475,175/65R15,175/65R15,Electric Power,All Windows,,"Remote, Smart Key",90,110Nm4800rpm,Digital,Analog,Analog,Yes,5,Faric,Automatic,2530,175/65R15,Yes,Yes,CD Player with US & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Yes,Yes,Yes,,Manual Adjustment,,,,,Yes,,,,,,,,Yes,Yes,,,,Yes,,,,,
229,Honda,Jazz,Vx Petrol,"Rs. 7,89,000",2014,Novemer,Showroom,1199 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,3.4,40 litres,Petrol,1544,3955,1694,Hatchack,5,11.3 km/litre,,18.2 km/litre,,1044 kg,5,165,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion eam Axle, Coil Spring",1490,1475,175/65R15,175/65R15,Electric Power,All Windows,,Yes,90,110Nm4800rpm,Digital,Analog,Analog,2,5,Faric,Manual,2530,175/65R15,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,,Manual Adjustment,Yes,,,,Yes,,,,,,,,,Yes,,,,,,,,,
230,Honda,Jazz,V Cvt,"Rs. 8,65,000",2014,Decemer,Resale,1199 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,2,40 litres,Petrol,1544,3955,1694,Hatchack,5,11.3 km/litre,,19 km/litre,,1064 kg,5,165,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion eam Axle, Coil Spring",1490,1475,175/65R15,175/65R15,Electric Power,All Windows,,"Remote, Smart Key",90,110Nm4800rpm,Digital,Analog,Analog,Yes,5,Faric,Automatic,2530,175/65R15,Yes,Yes,CD Player with US & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Yes,Yes,Yes,,Manual Adjustment,,,,,Yes,,,,,,,,Yes,Yes,,,,Yes,,,,,
